# TRACKC++ version(Aug 25 2014 16:45:52)
# Accelerator Physics Group - LNLS
# Campinas BRAZIL
# contact: xresende@gmail.com
# [closed-orbit]
# ebeam_energy[eV] : 3000000000.000000
# harmonic_number  : 864
# cavity_state     : on
# radiation_state  : on
# chamber_state    : on

# idx fam_name        s[m]                   rx[m]                  ry[m]                  de                     px[rad]                py[rad]                dl[m]                 
# --- --------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ----------------------
00965 hcm             +1.750676700000005E+02 +1.854403344616468E-06 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986472245E-02
00966 d12             +1.750676700000005E+02 +1.854403344616468E-06 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986472245E-02
00967 vcm             +1.751876700000005E+02 +1.584156544153920E-06 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986441814E-02
00968 d22             +1.751876700000005E+02 +1.584156544153920E-06 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986441814E-02
00969 BPM             +1.754076700000005E+02 +1.088704076639249E-06 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986386025E-02
00970 d10             +1.754076700000005E+02 +1.088704076639249E-06 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986386025E-02
00971 b1              +1.755076700000005E+02 +8.634984095871255E-07 +0.000000000000000E+00 +4.208198249627349E-05 -2.252151441530622E-06 +0.000000000000000E+00 -1.898934986360666E-02
00972 mb1             +1.759217100000005E+02 +1.813633117216242E-07 +0.000000000000000E+00 +4.154681368423829E-05 -1.082846468911865E-06 +0.000000000000000E+00 -1.898933822108564E-02
00973 b1              +1.759217100000005E+02 +1.813633117216242E-07 +0.000000000000000E+00 +4.154681368423829E-05 -1.082846468911865E-06 +0.000000000000000E+00 -1.898933822108564E-02
00974 d17             +1.763357500000005E+02 -5.497014164981255E-08 +0.000000000000000E+00 +4.101163896220600E-05 -7.366135644981922E-08 +0.000000000000000E+00 -1.898933753417704E-02
00975 sb1             +1.765057500000005E+02 -6.749205870194056E-08 +0.000000000000000E+00 +4.101163896220600E-05 -7.366135644981922E-08 +0.000000000000000E+00 -1.898933753417658E-02
00976 d17             +1.766557500000005E+02 -7.854080292072156E-08 +0.000000000000000E+00 +4.101163896220600E-05 -7.366127050179014E-08 +0.000000000000000E+00 -1.898933753417616E-02
00977 qbd1            +1.768257500000005E+02 -9.106270536228383E-08 +0.000000000000000E+00 +4.101163896220600E-05 -7.366127050179014E-08 +0.000000000000000E+00 -1.898933753417570E-02
00978 d23             +1.769657500000004E+02 -1.041349235595075E-07 +0.000000000000000E+00 +4.101163896220157E-05 -1.139962463558430E-07 +0.000000000000000E+00 -1.898933753417508E-02
00979 qbf             +1.771957500000004E+02 -1.303529849756823E-07 +0.000000000000000E+00 +4.101163896220157E-05 -1.139962463558430E-07 +0.000000000000000E+00 -1.898933753417359E-02
00980 d12             +1.775357500000004E+02 -1.379456464253399E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102363371827863E-08 +0.000000000000000E+00 -1.898933753417300E-02
00981 BPM             +1.776557500000004E+02 -1.294231599002869E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102363371827863E-08 +0.000000000000000E+00 -1.898933753417269E-02
00982 d12             +1.776557500000004E+02 -1.294231599002869E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102363371827863E-08 +0.000000000000000E+00 -1.898933753417269E-02
00983 sb2             +1.777757500000004E+02 -1.209006733752339E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102363371827863E-08 +0.000000000000000E+00 -1.898933753417239E-02
00984 d12             +1.779257500000004E+02 -1.102475755352999E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102350025854337E-08 +0.000000000000000E+00 -1.898933753417201E-02
00985 hcm             +1.780457500000005E+02 -1.017251050247583E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102350025854337E-08 +0.000000000000000E+00 -1.898933753417171E-02
00986 d12             +1.780457500000005E+02 -1.017251050247583E-07 +0.000000000000000E+00 +4.101163896216327E-05 +7.102350025854337E-08 +0.000000000000000E+00 -1.898933753417171E-02
00987 vcm             +1.781657500000005E+02 -9.320263451421675E-08 +0.000000000000000E+00 +4.101163896216327E-05 +7.102350025854337E-08 +0.000000000000000E+00 -1.898933753417141E-02
00988 d12             +1.781657500000005E+02 -9.320263451421675E-08 +0.000000000000000E+00 +4.101163896216327E-05 +7.102350025854337E-08 +0.000000000000000E+00 -1.898933753417141E-02
00989 qbd2            +1.782857500000005E+02 -8.468016400367518E-08 +0.000000000000000E+00 +4.101163896216327E-05 +7.102350025854337E-08 +0.000000000000000E+00 -1.898933753417111E-02
00990 crhv            +1.784257500000004E+02 -7.791657231112939E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753417093E-02
00991 d10             +1.784257500000004E+02 -7.791657231112939E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753417093E-02
00992 dib             +1.785257500000004E+02 -7.529392593386520E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753417089E-02
00993 id_endb         +1.804386000000004E+02 -2.512663470636695E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753417023E-02
00994 dib             +1.804386000000004E+02 -2.512663470636695E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753417023E-02
00995 mib             +1.814386000000004E+02 +1.099829066275046E-09 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416989E-02
00996 dib             +1.814386000000004E+02 +1.099829066275046E-09 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416989E-02
00997 id_endb         +1.824386000000004E+02 +2.732629283891704E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416955E-02
00998 dib             +1.824386000000004E+02 +2.732629283891704E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416955E-02
00999 d10             +1.843514500000004E+02 +7.749358406641529E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416889E-02
01000 crhv            +1.844514500000004E+02 +8.011623044367949E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416885E-02
01001 qbd2            +1.844514500000004E+02 +8.011623044367949E-08 +0.000000000000000E+00 +4.101163896215783E-05 +2.622753936290550E-08 +0.000000000000000E+00 -1.898933753416885E-02
01002 d12             +1.845914500000004E+02 +8.696576255471920E-08 +0.000000000000000E+00 +4.101163896215205E-05 +7.225920392369059E-08 +0.000000000000000E+00 -1.898933753416867E-02
01003 vcm             +1.847114500000004E+02 +9.563651142393991E-08 +0.000000000000000E+00 +4.101163896215205E-05 +7.225920392369059E-08 +0.000000000000000E+00 -1.898933753416836E-02
01004 d12             +1.847114500000004E+02 +9.563651142393991E-08 +0.000000000000000E+00 +4.101163896215205E-05 +7.225920392369059E-08 +0.000000000000000E+00 -1.898933753416836E-02
01005 hcm             +1.848314500000004E+02 +1.043072602931606E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225920392369059E-08 +0.000000000000000E+00 -1.898933753416805E-02
01006 d12             +1.848314500000004E+02 +1.043072602931606E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225920392369059E-08 +0.000000000000000E+00 -1.898933753416805E-02
01007 sb2             +1.849514500000004E+02 +1.129780091623813E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225920392369059E-08 +0.000000000000000E+00 -1.898933753416774E-02
01008 d12             +1.851014500000004E+02 +1.238164350652850E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225906386570261E-08 +0.000000000000000E+00 -1.898933753416735E-02
01009 BPM             +1.852214500000004E+02 +1.324871671282364E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225906386570261E-08 +0.000000000000000E+00 -1.898933753416704E-02
01010 d12             +1.852214500000004E+02 +1.324871671282364E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225906386570261E-08 +0.000000000000000E+00 -1.898933753416704E-02
01011 qbf             +1.853414500000004E+02 +1.411578991911878E-07 +0.000000000000000E+00 +4.101163896215205E-05 +7.225906386570261E-08 +0.000000000000000E+00 -1.898933753416673E-02
01012 d23             +1.856814500000004E+02 +1.332566230197236E-07 +0.000000000000000E+00 +4.101163896211200E-05 -1.169783605853069E-07 +0.000000000000000E+00 -1.898933753416612E-02
01013 qbd1            +1.859114500000004E+02 +1.063527034589387E-07 +0.000000000000000E+00 +4.101163896211200E-05 -1.169783605853069E-07 +0.000000000000000E+00 -1.898933753416455E-02
01014 d17             +1.860514500000004E+02 +9.292372877137465E-08 +0.000000000000000E+00 +4.101163896210740E-05 -7.580055465246980E-08 +0.000000000000000E+00 -1.898933753416389E-02
01015 sb1             +1.862214500000004E+02 +8.003816293862855E-08 +0.000000000000000E+00 +4.101163896210740E-05 -7.580055465246980E-08 +0.000000000000000E+00 -1.898933753416340E-02
01016 d17             +1.863714500000004E+02 +6.866855305174011E-08 +0.000000000000000E+00 +4.101163896210740E-05 -7.580046552462715E-08 +0.000000000000000E+00 -1.898933753416295E-02
01017 b1              +1.865414500000004E+02 +5.578300237010587E-08 +0.000000000000000E+00 +4.101163896210740E-05 -7.580046552462715E-08 +0.000000000000000E+00 -1.898933753416246E-02
01018 mb1             +1.869554900000004E+02 +2.345789369715136E-07 +0.000000000000000E+00 +4.047646597761779E-05 +9.468339094131823E-07 +0.000000000000000E+00 -1.898933487901412E-02
01019 b1              +1.869554900000004E+02 +2.345789369715136E-07 +0.000000000000000E+00 +4.047646597761779E-05 +9.468339094131823E-07 +0.000000000000000E+00 -1.898933487901412E-02
01020 d32             +1.873695300000004E+02 +8.555223735628184E-07 +0.000000000000000E+00 +3.994129922242956E-05 +2.084982536906382E-06 +0.000000000000000E+00 -1.898932266460687E-02
01021 vcm             +1.876895300000004E+02 +1.522690137825557E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.084982536906382E-06 +0.000000000000000E+00 -1.898932266391138E-02
01022 d12             +1.876895300000004E+02 +1.522690137825557E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.084982536906382E-06 +0.000000000000000E+00 -1.898932266391138E-02
01023 hcm             +1.878095300000004E+02 +1.772878049424083E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.084982536906382E-06 +0.000000000000000E+00 -1.898932266365057E-02
01024 d15             +1.878095300000004E+02 +1.772878049424083E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.084982536906382E-06 +0.000000000000000E+00 -1.898932266365057E-02
01025 sd1             +1.879595300000004E+02 +2.085612938922242E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.084982536906382E-06 +0.000000000000000E+00 -1.898932266332456E-02
01026 d17             +1.881095300000004E+02 +2.398356000362877E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.085096805131569E-06 +0.000000000000000E+00 -1.898932266299852E-02
01027 qf1             +1.882795300000004E+02 +2.752808299949886E-06 +0.000000000000000E+00 +3.994129922242956E-05 +2.085096805131569E-06 +0.000000000000000E+00 -1.898932266262900E-02
01028 d12             +1.885295300000004E+02 +3.060115581466219E-06 +0.000000000000000E+00 +3.994129921781055E-05 +3.430660641338655E-07 +0.000000000000000E+00 -1.898932266240836E-02
01029 BPM             +1.886495300000004E+02 +3.101281864927437E-06 +0.000000000000000E+00 +3.994129921781055E-05 +3.430660641338655E-07 +0.000000000000000E+00 -1.898932266240130E-02
01030 d11             +1.886495300000004E+02 +3.101281864927437E-06 +0.000000000000000E+00 +3.994129921781055E-05 +3.430660641338655E-07 +0.000000000000000E+00 -1.898932266240130E-02
01031 sf1             +1.887595300000004E+02 +3.139017624766887E-06 +0.000000000000000E+00 +3.994129921781055E-05 +3.430660641338655E-07 +0.000000000000000E+00 -1.898932266239483E-02
01032 d20             +1.889095300000004E+02 +3.190454775237332E-06 +0.000000000000000E+00 +3.994129921781055E-05 +3.427884979470607E-07 +0.000000000000000E+00 -1.898932266238600E-02
01033 qf2             +1.891095300000004E+02 +3.259009736652517E-06 +0.000000000000000E+00 +3.994129921781055E-05 +3.427884979470607E-07 +0.000000000000000E+00 -1.898932266237425E-02
01034 d17             +1.893595300000004E+02 +3.006066405986177E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330940251759300E-06 +0.000000000000000E+00 -1.898932266217128E-02
01035 sd2             +1.895295300000004E+02 +2.609822389687910E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330940251759300E-06 +0.000000000000000E+00 -1.898932266170949E-02
01036 d12             +1.896795300000004E+02 +2.260201067845574E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330867060805701E-06 +0.000000000000000E+00 -1.898932266130204E-02
01037 hcm             +1.897995300000004E+02 +1.980508191845736E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330867060805701E-06 +0.000000000000000E+00 -1.898932266097609E-02
01038 d10             +1.897995300000004E+02 +1.980508191845736E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330867060805701E-06 +0.000000000000000E+00 -1.898932266097609E-02
01039 BPM             +1.898995300000004E+02 +1.747430795179205E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330867060805701E-06 +0.000000000000000E+00 -1.898932266070447E-02
01040 d10             +1.898995300000004E+02 +1.747430795179205E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330867060805701E-06 +0.000000000000000E+00 -1.898932266070447E-02
01041 b2              +1.899995300000004E+02 +1.514353398512673E-06 +0.000000000000000E+00 +3.994129920693329E-05 -2.330867060805701E-06 +0.000000000000000E+00 -1.898932266043284E-02
01042 mb2             +1.906136610000004E+02 +6.899970136067325E-07 +0.000000000000000E+00 +3.914751743436290E-05 -4.269543266814941E-07 +0.000000000000000E+00 -1.898928665755822E-02
01043 b2              +1.906136610000004E+02 +6.899970136067325E-07 +0.000000000000000E+00 +3.914751743436290E-05 -4.269543266814941E-07 +0.000000000000000E+00 -1.898928665755822E-02
01044 d18             +1.912277920000004E+02 +9.580823896211834E-07 +0.000000000000000E+00 +3.835373119779614E-05 +1.318536962716840E-06 +0.000000000000000E+00 -1.898926032840100E-02
01045 vcm             +1.914077920000004E+02 +1.195409940513122E-06 +0.000000000000000E+00 +3.835373119779614E-05 +1.318536962716840E-06 +0.000000000000000E+00 -1.898926032824454E-02
01046 d26             +1.914077920000004E+02 +1.195409940513122E-06 +0.000000000000000E+00 +3.835373119779614E-05 +1.318536962716840E-06 +0.000000000000000E+00 -1.898926032824454E-02
01047 sd3             +1.916677920000004E+02 +1.538216402912589E-06 +0.000000000000000E+00 +3.835373119779614E-05 +1.318536962716840E-06 +0.000000000000000E+00 -1.898926032801855E-02
01048 d17             +1.918177920000004E+02 +1.735993561962120E-06 +0.000000000000000E+00 +3.835373119779614E-05 +1.318595311331220E-06 +0.000000000000000E+00 -1.898926032788817E-02
01049 qf3             +1.919877920000004E+02 +1.960146167799635E-06 +0.000000000000000E+00 +3.835373119779614E-05 +1.318595311331220E-06 +0.000000000000000E+00 -1.898926032774039E-02
01050 d12             +1.922377920000004E+02 +2.093618771759188E-06 +0.000000000000000E+00 +3.835373119396691E-05 -2.679611366100144E-07 +0.000000000000000E+00 -1.898926032767838E-02
01051 BPM             +1.923577920000004E+02 +2.061464668595815E-06 +0.000000000000000E+00 +3.835373119396691E-05 -2.679611366100144E-07 +0.000000000000000E+00 -1.898926032767407E-02
01052 d11             +1.923577920000004E+02 +2.061464668595815E-06 +0.000000000000000E+00 +3.835373119396691E-05 -2.679611366100144E-07 +0.000000000000000E+00 -1.898926032767407E-02
01053 sf2             +1.924677920000004E+02 +2.031990074029391E-06 +0.000000000000000E+00 +3.835373119396691E-05 -2.679611366100144E-07 +0.000000000000000E+00 -1.898926032767012E-02
01054 d20             +1.926177920000004E+02 +1.991789796622394E-06 +0.000000000000000E+00 +3.835373119396691E-05 -2.680624451541001E-07 +0.000000000000000E+00 -1.898926032766475E-02
01055 qf4             +1.928177920000004E+02 +1.938179363751706E-06 +0.000000000000000E+00 +3.835373119396691E-05 -2.680624451541001E-07 +0.000000000000000E+00 -1.898926032765756E-02
01056 d15             +1.930677920000004E+02 +1.711349732341518E-06 +0.000000000000000E+00 +3.835373119157670E-05 -1.520981360043591E-06 +0.000000000000000E+00 -1.898926032753822E-02
01057 hcm             +1.932177920000004E+02 +1.483211278295920E-06 +0.000000000000000E+00 +3.835373119157670E-05 -1.520981360043591E-06 +0.000000000000000E+00 -1.898926032736473E-02
01058 crhv            +1.932177920000004E+02 +1.483211278295920E-06 +0.000000000000000E+00 +3.835373119157670E-05 -1.520981360043591E-06 +0.000000000000000E+00 -1.898926032736473E-02
